Store,Date,Forecast,WeekOfYear,Lower_95,Upper_95,Expected_MAPE
7,2012-11-30,616238.0,48,494571.0,737905.0,10.07
7,2012-12-07,660381.0,49,529999.0,790763.0,10.07
7,2012-12-14,708534.0,50,568645.0,848423.0,10.07
7,2012-12-21,1053850.0,51,845783.0,1261917.0,10.07
7,2012-12-28,802876.0,52,644360.0,961392.0,10.07
7,2013-01-04,696630.0,1,559091.0,834169.0,10.07
7,2013-01-11,619687.0,2,497339.0,742035.0,10.07
7,2013-01-18,601557.0,3,482789.0,720325.0,10.07
8,2012-11-02,959127.0,44,906531.0,1011723.0,2.8
8,2012-11-09,940429.0,45,888858.0,992000.0,2.8
8,2012-11-16,929449.0,46,878480.0,980418.0,2.8
8,2012-11-23,1196052.0,47,1130464.0,1261640.0,2.8
8,2012-11-30,1014991.0,48,959331.0,1070651.0,2.8
8,2012-12-07,1057711.0,49,999709.0,1115713.0,2.8
8,2012-12-14,1133940.0,50,1071758.0,1196122.0,2.8
8,2012-12-21,1391875.0,51,1315548.0,1468202.0,2.8
8,2012-12-28,965990.0,52,913018.0,1018962.0,2.8
8,2013-01-04,901762.0,1,852312.0,951212.0,2.8
8,2013-01-11,864581.0,2,817170.0,911992.0,2.8
8,2013-01-18,860300.0,3,813123.0,907477.0,2.8
9,2012-11-02,605649.0,44,562277.0,649021.0,3.65
9,2012-11-09,610215.0,45,566516.0,653914.0,3.65
9,2012-11-16,562786.0,46,522484.0,603088.0,3.65
9,2012-11-23,808991.0,47,751057.0,866925.0,3.65
9,2012-11-30,643466.0,48,597386.0,689546.0,3.65
9,2012-12-07,642860.0,49,596823.0,688897.0,3.65
9,2012-12-14,695477.0,50,645672.0,745282.0,3.65
9,2012-12-21,901970.0,51,837378.0,966562.0,3.65
9,2012-12-28,579684.0,52,538172.0,621196.0,3.65
9,2013-01-04,549846.0,1,510470.0,589222.0,3.65
9,2013-01-11,501675.0,2,465749.0,537601.0,3.65
9,2013-01-18,512437.0,3,475740.0,549134.0,3.65
10,2012-11-02,1887209.0,44,1776954.0,1997464.0,2.98
10,2012-11-09,2075057.0,45,1953828.0,2196286.0,2.98
10,2012-11-16,1896873.0,46,1786054.0,2007692.0,2.98
10,2012-11-23,2770312.0,47,2608465.0,2932159.0,2.98
10,2012-11-30,2069151.0,48,1948267.0,2190035.0,2.98
10,2012-12-07,2282790.0,49,2149425.0,2416155.0,2.98
10,2012-12-14,2389386.0,50,2249793.0,2528979.0,2.98
10,2012-12-21,3311814.0,51,3118331.0,3505297.0,2.98
10,2012-12-28,1926436.0,52,1813890.0,2038982.0,2.98
10,2013-01-04,1711226.0,1,1611253.0,1811199.0,2.98
10,2013-01-11,1684593.0,2,1586176.0,1783010.0,2.98
10,2013-01-18,1676198.0,3,1578271.0,1774125.0,2.98
11,2012-11-02,1436490.0,44,1306186.0,1566794.0,4.63
11,2012-11-09,1367351.0,45,1243318.0,1491384.0,4.63
11,2012-11-16,1324877.0,46,1204697.0,1445057.0,4.63
11,2012-11-23,1874834.0,47,1704767.0,2044901.0,4.63
11,2012-11-30,1402863.0,48,1275609.0,1530117.0,4.63
11,2012-12-07,1644778.0,49,1495580.0,1793976.0,4.63
11,2012-12-14,1777614.0,50,1616366.0,1938862.0,4.63
11,2012-12-21,2182219.0,51,1984270.0,2380168.0,4.63
11,2012-12-28,1389474.0,52,1263435.0,1515513.0,4.63
11,2013-01-04,1288808.0,1,1171900.0,1405716.0,4.63
11,2013-01-11,1301175.0,2,1183145.0,1419205.0,4.63
11,2013-01-18,1286998.0,3,1170254.0,1403742.0,4.63
12,2012-11-02,1056995.0,44,1006282.0,1107708.0,2.45
12,2012-11-09,1109252.0,45,1056032.0,1162472.0,2.45
12,2012-11-16,1008271.0,46,959896.0,1056646.0,2.45
12,2012-11-23,1534171.0,47,1460564.0,1607778.0,2.45
12,2012-11-30,1062958.0,48,1011959.0,1113957.0,2.45
12,2012-12-07,1130646.0,49,1076399.0,1184893.0,2.45
12,2012-12-14,1254019.0,50,1193853.0,1314185.0,2.45
12,2012-12-21,1567296.0,51,1492100.0,1642492.0,2.45
12,2012-12-28,1107252.0,52,1054128.0,1160376.0,2.45
12,2013-01-04,981090.0,1,934019.0,1028161.0,2.45
12,2013-01-11,913773.0,2,869932.0,957614.0,2.45
12,2013-01-18,913375.0,3,869553.0,957197.0,2.45
13,2012-11-02,2129584.0,44,1975561.0,2283607.0,3.69
13,2012-11-09,2147228.0,45,1991929.0,2302527.0,3.69
13,2012-11-16,2130612.0,46,1976515.0,2284709.0,3.69
13,2012-11-23,2818398.0,47,2614556.0,3022240.0,3.69
13,2012-11-30,2178574.0,48,2021008.0,2336140.0,3.69
13,2012-12-07,2376080.0,49,2204229.0,2547931.0,3.69
13,2012-12-14,2689688.0,50,2495155.0,2884221.0,3.69
13,2012-12-21,3492734.0,51,3240121.0,3745347.0,3.69
13,2012-12-28,2080059.0,52,1929618.0,2230500.0,3.69
13,2013-01-04,2000023.0,1,1855371.0,2144675.0,3.69
13,2013-01-11,1950311.0,2,1809254.0,2091368.0,3.69
13,2013-01-18,1942450.0,3,1801962.0,2082938.0,3.69
14,2012-11-02,1851160.0,44,1556513.0,2145807.0,8.12
14,2012-11-09,1801865.0,45,1515064.0,2088666.0,8.12
14,2012-11-16,1715962.0,46,1442835.0,1989089.0,8.12
14,2012-11-23,2572305.0,47,2162875.0,2981735.0,8.12
14,2012-11-30,1872058.0,48,1574085.0,2170031.0,8.12
14,2012-12-07,2112460.0,49,1776222.0,2448698.0,8.12
14,2012-12-14,2218796.0,50,1865633.0,2571959.0,8.12
14,2012-12-21,3292930.0,51,2768799.0,3817061.0,8.12
14,2012-12-28,1702443.0,52,1431467.0,1973419.0,8.12
14,2013-01-04,1614558.0,1,1357571.0,1871545.0,8.12
14,2013-01-11,1574963.0,2,1324278.0,1825648.0,8.12
14,2013-01-18,1591100.0,3,1337847.0,1844353.0,8.12
15,2012-11-02,610991.0,44,567131.0,654851.0,3.66
15,2012-11-09,613713.0,45,569658.0,657768.0,3.66
15,2012-11-16,589170.0,46,546877.0,631463.0,3.66
15,2012-11-23,1069772.0,47,992979.0,1146565.0,3.66
15,2012-11-30,655387.0,48,608340.0,702434.0,3.66
15,2012-12-07,731626.0,49,679106.0,784146.0,3.66
15,2012-12-14,800503.0,50,743039.0,857967.0,3.66
15,2012-12-21,1106996.0,51,1027531.0,1186461.0,3.66
15,2012-12-28,620652.0,52,576099.0,665205.0,3.66
15,2013-01-04,528492.0,1,490554.0,566430.0,3.66
15,2013-01-11,481206.0,2,446663.0,515749.0,3.66
15,2013-01-18,497649.0,3,461925.0,533373.0,3.66
16,2012-11-02,513118.0,44,462477.0,563759.0,5.04
16,2012-11-09,514506.0,45,463728.0,565284.0,5.04
16,2012-11-16,490269.0,46,441883.0,538655.0,5.04
16,2012-11-23,692686.0,47,624323.0,761049.0,5.04
16,2012-11-30,548880.0,48,494709.0,603051.0,5.04
16,2012-12-07,584625.0,49,526926.0,642324.0,5.04
16,2012-12-14,670046.0,50,603917.0,736175.0,5.04
16,2012-12-21,922549.0,51,831500.0,1013598.0,5.04
16,2012-12-28,669279.0,52,603226.0,735332.0,5.04
16,2013-01-04,578535.0,1,521437.0,635633.0,5.04
16,2013-01-11,509337.0,2,459069.0,559605.0,5.04
16,2013-01-18,480817.0,3,433364.0,528270.0,5.04
17,2012-11-02,972251.0,44,912884.0,1031618.0,3.12
17,2012-11-09,955820.0,45,897456.0,1014184.0,3.12
17,2012-11-16,936822.0,46,879618.0,994026.0,3.12
17,2012-11-23,1188581.0,47,1116004.0,1261158.0,3.12
17,2012-11-30,983206.0,48,923170.0,1043242.0,3.12
17,2012-12-07,988951.0,49,928564.0,1049338.0,3.12
17,2012-12-14,1074652.0,50,1009032.0,1140272.0,3.12
17,2012-12-21,1261505.0,51,1184476.0,1338534.0,3.12
17,2012-12-28,887245.0,52,833068.0,941422.0,3.12
17,2013-01-04,1149873.0,1,1079660.0,1220086.0,3.12
17,2013-01-11,962545.0,2,903771.0,1021319.0,3.12
17,2013-01-18,865852.0,3,812982.0,918722.0,3.12
18,2012-11-02,1106643.0,44,870275.0,1343011.0,10.9
18,2012-11-09,1088365.0,45,855901.0,1320829.0,10.9
18,2012-11-16,1077960.0,46,847718.0,1308202.0,10.9
18,2012-11-23,1595780.0,47,1254937.0,1936623.0,10.9
18,2012-11-30,1104078.0,48,868258.0,1339898.0,10.9
18,2012-12-07,1288697.0,49,1013444.0,1563950.0,10.9
18,2012-12-14,1486016.0,50,1168617.0,1803415.0,10.9
18,2012-12-21,1785824.0,51,1404389.0,2167259.0,10.9
18,2012-12-28,1032243.0,52,811766.0,1252720.0,10.9
18,2013-01-04,975199.0,1,766906.0,1183492.0,10.9
18,2013-01-11,932679.0,2,733468.0,1131890.0,10.9
18,2013-01-18,946796.0,3,744570.0,1149022.0,10.9
19,2012-11-02,1483261.0,44,1405774.0,1560748.0,2.67
19,2012-11-09,1488073.0,45,1410335.0,1565811.0,2.67
19,2012-11-16,1382638.0,46,1310408.0,1454868.0,2.67
19,2012-11-23,1795091.0,47,1701314.0,1888868.0,2.67
19,2012-11-30,1495614.0,48,1417482.0,1573746.0,2.67
19,2012-12-07,1689409.0,49,1601153.0,1777665.0,2.67
19,2012-12-14,1801587.0,50,1707470.0,1895704.0,2.67
19,2012-12-21,2118926.0,51,2008231.0,2229621.0,2.67
19,2012-12-28,1381270.0,52,1309111.0,1453429.0,2.67
19,2013-01-04,1311170.0,1,1242673.0,1379667.0,2.67
19,2013-01-11,1241116.0,2,1176279.0,1305953.0,2.67
19,2013-01-18,1316008.0,3,1247259.0,1384757.0,2.67
20,2012-11-02,2218441.0,44,2109725.0,2327157.0,2.5
20,2012-11-09,2246805.0,45,2136699.0,2356911.0,2.5
20,2012-11-16,2208547.0,46,2100315.0,2316779.0,2.5
20,2012-11-23,2796264.0,47,2659231.0,2933297.0,2.5
20,2012-11-30,2252500.0,48,2142114.0,2362886.0,2.5
20,2012-12-07,2350783.0,49,2235581.0,2465985.0,2.5
20,2012-12-14,2686913.0,50,2555239.0,2818587.0,2.5
20,2012-12-21,3457743.0,51,3288294.0,3627192.0,2.5
20,2012-12-28,2135522.0,52,2030869.0,2240175.0,2.5
20,2013-01-04,2018122.0,1,1919222.0,2117022.0,2.5
20,2013-01-11,1998871.0,2,1900915.0,2096827.0,2.5
20,2013-01-18,1978149.0,3,1881208.0,2075090.0,2.5
21,2012-11-02,716457.0,44,637742.0,795172.0,5.61
21,2012-11-09,717720.0,45,638867.0,796573.0,5.61
21,2012-11-16,710513.0,46,632451.0,788575.0,5.61
21,2012-11-23,1170449.0,47,1041856.0,1299042.0,5.61
21,2012-11-30,729756.0,48,649580.0,809932.0,5.61
21,2012-12-07,895571.0,49,797178.0,993964.0,5.61
21,2012-12-14,1020557.0,50,908432.0,1132682.0,5.61
21,2012-12-21,1301199.0,51,1158241.0,1444157.0,5.61
21,2012-12-28,766542.0,52,682325.0,850759.0,5.61
21,2013-01-04,707735.0,1,629979.0,785491.0,5.61
21,2013-01-11,644652.0,2,573826.0,715478.0,5.61
21,2013-01-18,647393.0,3,576266.0,718520.0,5.61
22,2012-11-02,1104180.0,44,1033315.0,1175045.0,3.27
22,2012-11-09,1064484.0,45,996167.0,1132801.0,3.27
22,2012-11-16,1043687.0,46,976705.0,1110669.0,3.27
22,2012-11-23,1479936.0,47,1384956.0,1574916.0,3.27
22,2012-11-30,1111576.0,48,1040237.0,1182915.0,3.27
22,2012-12-07,1246092.0,49,1166120.0,1326064.0,3.27
22,2012-12-14,1421283.0,50,1330067.0,1512499.0,3.27
22,2012-12-21,1785909.0,51,1671292.0,1900526.0,3.27
22,2012-12-28,1004552.0,52,940081.0,1069023.0,3.27
22,2013-01-04,926508.0,1,867046.0,985970.0,3.27
22,2013-01-11,912911.0,2,854322.0,971500.0,3.27
22,2013-01-18,922384.0,3,863187.0,981581.0,3.27
23,2012-11-02,1430973.0,44,1331245.0,1530701.0,3.56
23,2012-11-09,1439882.0,45,1339533.0,1540231.0,3.56
23,2012-11-16,1362858.0,46,1267877.0,1457839.0,3.56
23,2012-11-23,2061210.0,47,1917559.0,2204861.0,3.56
23,2012-11-30,1520558.0,48,1414586.0,1626530.0,3.56
23,2012-12-07,1833953.0,49,1706140.0,1961766.0,3.56
23,2012-12-14,2175380.0,50,2023772.0,2326988.0,3.56
23,2012-12-21,2432937.0,51,2263379.0,2602495.0,3.56
23,2012-12-28,1335376.0,52,1242310.0,1428442.0,3.56
23,2013-01-04,1247245.0,1,1160321.0,1334169.0,3.56
23,2013-01-11,1153194.0,2,1072825.0,1233563.0,3.56
23,2013-01-18,1234179.0,3,1148166.0,1320192.0,3.56
24,2012-11-02,1358054.0,44,1243320.0,1472788.0,4.31
24,2012-11-09,1436212.0,45,1314874.0,1557550.0,4.31
24,2012-11-16,1318442.0,46,1207054.0,1429830.0,4.31
24,2012-11-23,1638998.0,47,1500528.0,1777468.0,4.31
24,2012-11-30,1380309.0,48,1263694.0,1496924.0,4.31
24,2012-12-07,1486898.0,49,1361278.0,1612518.0,4.31
24,2012-12-14,1596320.0,50,1461456.0,1731184.0,4.31
24,2012-12-21,1932783.0,51,1769493.0,2096073.0,4.31
24,2012-12-28,1370117.0,52,1254363.0,1485871.0,4.31
24,2013-01-04,1296774.0,1,1187217.0,1406331.0,4.31
24,2013-01-11,1226226.0,2,1122629.0,1329823.0,4.31
24,2013-01-18,1208924.0,3,1106789.0,1311059.0,4.31
25,2012-11-02,717020.0,44,682145.0,751895.0,2.48
25,2012-11-09,710148.0,45,675607.0,744689.0,2.48
25,2012-11-16,710550.0,46,675990.0,745110.0,2.48
25,2012-11-23,1092886.0,47,1039730.0,1146042.0,2.48
25,2012-11-30,831846.0,48,791386.0,872306.0,2.48
25,2012-12-07,921934.0,49,877093.0,966775.0,2.48
25,2012-12-14,994619.0,50,946242.0,1042996.0,2.48
25,2012-12-21,1227482.0,51,1167779.0,1287185.0,2.48
25,2012-12-28,756815.0,52,720005.0,793625.0,2.48
25,2013-01-04,666939.0,1,634500.0,699378.0,2.48
25,2013-01-11,656017.0,2,624109.0,687925.0,2.48
25,2013-01-18,646903.0,3,615439.0,678367.0,2.48
26,2012-11-02,1010479.0,44,968322.0,1052636.0,2.13
26,2012-11-09,1057192.0,45,1013087.0,1101297.0,2.13
26,2012-11-16,1011004.0,46,968826.0,1053182.0,2.13
26,2012-11-23,1224374.0,47,1173294.0,1275454.0,2.13
26,2012-11-30,1039538.0,48,996169.0,1082907.0,2.13
26,2012-12-07,1119149.0,49,1072459.0,1165839.0,2.13
26,2012-12-14,1147139.0,50,1099281.0,1194997.0,2.13
26,2012-12-21,1478817.0,51,1417122.0,1540512.0,2.13
26,2012-12-28,999670.0,52,957964.0,1041376.0,2.13
26,2013-01-04,973549.0,1,932933.0,1014165.0,2.13
26,2013-01-11,886935.0,2,849933.0,923937.0,2.13
26,2013-01-18,879376.0,3,842689.0,916063.0,2.13
27,2012-11-02,1585159.0,44,1470833.0,1699485.0,3.68
27,2012-11-09,1744163.0,45,1618369.0,1869957.0,3.68
27,2012-11-16,1711512.0,46,1588073.0,1834951.0,3.68
27,2012-11-23,2118888.0,47,1966068.0,2271708.0,3.68
27,2012-11-30,1770256.0,48,1642581.0,1897931.0,3.68
27,2012-12-07,1793845.0,49,1664468.0,1923222.0,3.68
27,2012-12-14,1953799.0,50,1812886.0,2094712.0,3.68
27,2012-12-21,2605759.0,51,2417825.0,2793693.0,3.68
27,2012-12-28,1607578.0,52,1491635.0,1723521.0,3.68
27,2013-01-04,1585230.0,1,1470899.0,1699561.0,3.68
27,2013-01-11,1551185.0,2,1439310.0,1663060.0,3.68
27,2013-01-18,1567102.0,3,1454079.0,1680125.0,3.68
28,2012-11-02,1496663.0,44,1353618.0,1639708.0,4.88
28,2012-11-09,1419421.0,45,1283758.0,1555084.0,4.88
28,2012-11-16,1282286.0,46,1159730.0,1404842.0,4.88
28,2012-11-23,1757909.0,47,1589895.0,1925923.0,4.88
28,2012-11-30,1406339.0,48,1271927.0,1540751.0,4.88
28,2012-12-07,1433647.0,49,1296625.0,1570669.0,4.88
28,2012-12-14,1430896.0,50,1294137.0,1567655.0,4.88
28,2012-12-21,1624149.0,51,1468919.0,1779379.0,4.88
28,2012-12-28,1342028.0,52,1213762.0,1470294.0,4.88
28,2013-01-04,1390471.0,1,1257575.0,1523367.0,4.88
28,2013-01-11,1200178.0,2,1085470.0,1314886.0,4.88
28,2013-01-18,1142797.0,3,1033573.0,1252021.0,4.88
29,2012-11-02,619071.0,44,568598.0,669544.0,4.16
29,2012-11-09,550023.0,45,505180.0,594866.0,4.16
29,2012-11-16,522455.0,46,479859.0,565051.0,4.16
29,2012-11-23,907598.0,47,833602.0,981594.0,4.16
29,2012-11-30,594640.0,48,546159.0,643121.0,4.16
29,2012-12-07,628509.0,49,577267.0,679751.0,4.16
29,2012-12-14,717193.0,50,658720.0,775666.0,4.16
29,2012-12-21,1030230.0,51,946236.0,1114224.0,4.16
29,2012-12-28,599840.0,52,550935.0,648745.0,4.16
29,2013-01-04,483695.0,1,444259.0,523131.0,4.16
29,2013-01-11,466417.0,2,428390.0,504444.0,4.16
29,2013-01-18,465394.0,3,427451.0,503337.0,4.16
30,2012-11-02,435301.0,44,408381.0,462221.0,3.16
30,2012-11-09,431187.0,45,404521.0,457853.0,3.16
30,2012-11-16,439566.0,46,412382.0,466750.0,3.16
30,2012-11-23,450416.0,47,422561.0,478271.0,3.16
30,2012-11-30,428037.0,48,401566.0,454508.0,3.16
30,2012-12-07,436364.0,49,409378.0,463350.0,3.16
30,2012-12-14,439991.0,50,412781.0,467201.0,3.16
30,2012-12-21,457733.0,51,429426.0,486040.0,3.16
30,2012-12-28,414320.0,52,388697.0,439943.0,3.16
30,2013-01-04,449986.0,1,422158.0,477814.0,3.16
30,2013-01-11,442796.0,2,415412.0,470180.0,3.16
30,2013-01-18,436692.0,3,409686.0,463698.0,3.16
31,2012-11-02,1414063.0,44,1298122.0,1530004.0,4.18
31,2012-11-09,1427054.0,45,1310048.0,1544060.0,4.18
31,2012-11-16,1427523.0,46,1310478.0,1544568.0,4.18
31,2012-11-23,1912870.0,47,1756031.0,2069709.0,4.18
31,2012-11-30,1415970.0,48,1299873.0,1532067.0,4.18
31,2012-12-07,1551672.0,49,1424448.0,1678896.0,4.18
31,2012-12-14,1644705.0,50,1509853.0,1779557.0,4.18
31,2012-12-21,2055018.0,51,1886524.0,2223512.0,4.18
31,2012-12-28,1397162.0,52,1282607.0,1511717.0,4.18
31,2013-01-04,1391348.0,1,1277270.0,1505426.0,4.18
31,2013-01-11,1383021.0,2,1269625.0,1496417.0,4.18
31,2013-01-18,1377145.0,3,1264231.0,1490059.0,4.18
32,2012-11-02,1230890.0,44,1166459.0,1295321.0,2.67
32,2012-11-09,1225986.0,45,1161812.0,1290160.0,2.67
32,2012-11-16,1215877.0,46,1152232.0,1279522.0,2.67
32,2012-11-23,1669596.0,47,1582201.0,1756991.0,2.67
32,2012-11-30,1242188.0,48,1177166.0,1307210.0,2.67
32,2012-12-07,1399432.0,49,1326179.0,1472685.0,2.67
32,2012-12-14,1537179.0,50,1456715.0,1617643.0,2.67
32,2012-12-21,1837360.0,51,1741183.0,1933537.0,2.67
32,2012-12-28,1195273.0,52,1132706.0,1257840.0,2.67
32,2013-01-04,1143487.0,1,1083631.0,1203343.0,2.67
32,2013-01-11,1131290.0,2,1072072.0,1190508.0,2.67
32,2013-01-18,1132495.0,3,1073214.0,1191776.0,2.67
33,2012-11-02,252404.0,44,233987.0,270821.0,3.72
33,2012-11-09,282686.0,45,262059.0,303313.0,3.72
33,2012-11-16,268402.0,46,248817.0,287987.0,3.72
33,2012-11-23,269535.0,47,249868.0,289202.0,3.72
33,2012-11-30,248899.0,48,230737.0,267061.0,3.72
33,2012-12-07,280546.0,49,260075.0,301017.0,3.72
33,2012-12-14,273988.0,50,253996.0,293980.0,3.72
33,2012-12-21,271249.0,51,251457.0,291041.0,3.72
33,2012-12-28,249587.0,52,231375.0,267799.0,3.72
33,2013-01-04,278784.0,1,258442.0,299126.0,3.72
33,2013-01-11,289381.0,2,268266.0,310496.0,3.72
33,2013-01-18,261420.0,3,242345.0,280495.0,3.72
34,2012-11-02,1033148.0,44,996894.0,1069402.0,1.79
34,2012-11-09,1034553.0,45,998250.0,1070856.0,1.79
34,2012-11-16,995431.0,46,960501.0,1030361.0,1.79
34,2012-11-23,1298580.0,47,1253012.0,1344148.0,1.79
34,2012-11-30,1016745.0,48,981067.0,1052423.0,1.79
34,2012-12-07,1082928.0,49,1044928.0,1120928.0,1.79
34,2012-12-14,1143763.0,50,1103628.0,1183898.0,1.79
34,2012-12-21,1542910.0,51,1488769.0,1597051.0,1.79
34,2012-12-28,997606.0,52,962600.0,1032612.0,1.79
34,2013-01-04,973378.0,1,939222.0,1007534.0,1.79
34,2013-01-11,945523.0,2,912344.0,978702.0,1.79
34,2013-01-18,942196.0,3,909134.0,975258.0,1.79
35,2012-11-02,733482.0,44,641407.0,825557.0,6.4
35,2012-11-09,864680.0,45,756135.0,973225.0,6.4
35,2012-11-16,872458.0,46,762937.0,981979.0,6.4
35,2012-11-23,1624560.0,47,1420626.0,1828494.0,6.4
35,2012-11-30,969477.0,48,847777.0,1091177.0,6.4
35,2012-12-07,964752.0,49,843645.0,1085859.0,6.4
35,2012-12-14,1002192.0,50,876385.0,1127999.0,6.4
35,2012-12-21,1491611.0,51,1304366.0,1678856.0,6.4
35,2012-12-28,968936.0,52,847304.0,1090568.0,6.4
35,2013-01-04,746128.0,1,652465.0,839791.0,6.4
35,2013-01-11,654146.0,2,572030.0,736262.0,6.4
35,2013-01-18,670579.0,3,586400.0,754758.0,6.4
36,2012-11-02,293609.0,44,235395.0,351823.0,10.12
36,2012-11-09,296578.0,45,237776.0,355380.0,10.12
36,2012-11-16,299210.0,46,239886.0,358534.0,10.12
36,2012-11-23,300286.0,47,240748.0,359824.0,10.12
36,2012-11-30,297371.0,48,238411.0,356331.0,10.12
36,2012-12-07,303561.0,49,243374.0,363748.0,10.12
36,2012-12-14,328934.0,50,263716.0,394152.0,10.12
36,2012-12-21,310458.0,51,248904.0,372012.0,10.12
36,2012-12-28,296356.0,52,237598.0,355114.0,10.12
36,2013-01-04,306189.0,1,245481.0,366897.0,10.12
36,2013-01-11,304709.0,2,244295.0,365123.0,10.12
36,2013-01-18,313911.0,3,251672.0,376150.0,10.12
37,2012-11-02,554396.0,44,537604.0,571188.0,1.55
37,2012-11-09,520798.0,45,505024.0,536572.0,1.55
37,2012-11-16,532083.0,46,515967.0,548199.0,1.55
37,2012-11-23,543988.0,47,527512.0,560464.0,1.55
37,2012-11-30,542939.0,48,526494.0,559384.0,1.55
37,2012-12-07,545417.0,49,528897.0,561937.0,1.55
